date,section,species,fork_length,body_mass,maturation,tagloss,injury,handlingmortality,notes,pit_number,pit_number2,smolting,removed
4/2/2021,130,masusalmon,115,12.7,NO,NO,NA,NO,NA,900_226001110247,NA,NO,NO
4/2/2021,130,masusalmon,110,13.5,NO,NO,NA,NO,NA,900_226001110265,NA,NO,NO
4/2/2021,140,masusalmon,106,12.8,NO,NO,NA,NO,NA,900_226001109466,NA,NO,NO
4/2/2021,140,masusalmon,98,9.8,NO,NO,NA,NO,NA,900_226001110251,NA,NO,NO
4/2/2021,140,masusalmon,117,16.3,NO,NO,NA,NO,NA,900_226001110243,NA,NO,NO
4/2/2021,170,masusalmon,123,17.9,NO,NO,NA,NO,NA,900_226001109434,NA,NO,NO
4/2/2021,170,masusalmon,113,14.6,NO,NO,NA,NO,NA,900_226001110218,NA,NO,NO
4/2/2021,170,masusalmon,113,14.9,NO,NO,NA,NO,NA,900_226001110235,NA,NO,NO
4/2/2021,170,masusalmon,106,14.2,NO,NO,NA,NO,NA,900_226001110263,NA,NO,NO
4/2/2021,170,masusalmon,109,13.5,NO,NO,NA,NO,NA,900_226001110252,NA,NO,NO
4/2/2021,170,masusalmon,118,16.9,NO,NO,NA,NO,NA,900_226001110275,NA,NO,NO
4/2/2021,170,masusalmon,134,26.2,NO,NO,NA,NO,NA,900_226001110279,NA,NO,NO
4/2/2021,170,masusalmon,135,22.3,NO,NO,NA,NO,NA,900_226001110986,NA,NO,NO
4/2/2021,190,browntrout,126,26.2,NO,NO,NA,NO,NA,900_226001108990,NA,NO,NO
4/2/2021,210,masusalmon,126,20.3,NO,NO,NA,NO,NA,900_226001110289,NA,NO,NO
4/2/2021,220,rainbowtrout,161,41.5,NO,NO,NA,NO,NA,900_226001110254,NA,NO,NO
4/2/2021,230,masusalmon,149,33.6,NO,NO,NA,NO,NA,900_226000285959,NA,NO,NO
4/2/2021,240,masusalmon,107,13.1,NO,NO,NA,NO,NA,900_226001110222,NA,NO,NO
4/2/2021,250,masusalmon,132,22.4,NO,NO,NA,NO,NA,900_226001111071,NA,NO,NO
4/2/2021,250,masusalmon,129,22.6,NO,NO,NA,NO,NA,900_226001109672,NA,NO,NO
4/2/2021,250,masusalmon,146,31.8,NO,NO,NA,NO,NA,900_226001111027,NA,NO,NO
4/2/2021,250,masusalmon,127,19.3,NO,NO,NA,NO,NA,900_226001110257,NA,NO,NO
4/2/2021,250,rainbowtrout,136,26.5,NO,NO,NA,NO,NA,900_226001047948,NA,NO,NO
4/2/2021,260,masusalmon,106,11.7,NO,NO,NA,NO,NA,900_226001109476,NA,NO,NO
4/2/2021,270,masusalmon,99,10.1,NO,NO,NA,NO,NA,900_226001109933,NA,NO,NO
4/2/2021,270,masusalmon,158,37.4,NO,NO,NA,NO,NA,900_226001110296,NA,NO,NO
4/2/2021,280,masusalmon,86,6.2,NO,NO,NA,NO,NA,900_226001671005,NA,NO,NO
4/2/2021,300,masusalmon,102,10.9,NO,NO,NA,NO,NA,900_226001671096,NA,NO,NO
4/2/2021,300,masusalmon,135,26.9,NO,NO,NA,NO,NA,900_226001671095,NA,NO,NO
4/2/2021,310,masusalmon,68,3.5,NO,NO,NA,NO,NA,900_226001671244,NA,NO,NO
4/2/2021,320,masusalmon,142,30.2,NO,NO,NA,NO,NA,900_226001047944,NA,NO,NO
4/2/2021,320,masusalmon,96,8.7,NO,NO,NA,NO,NA,900_226001671087,NA,NO,NO
4/2/2021,320,masusalmon,92,8.5,NO,NO,NA,NO,NA,900_226001671094,NA,NO,NO
4/2/2021,320,masusalmon,104,11.9,NO,NO,NA,NO,NA,900_226001671234,NA,NO,NO
4/2/2021,320,sculpin,115,14.1,NO,NO,NA,NO,NA,900_226000285953,NA,NO,NO
4/2/2021,330,masusalmon,153,34.8,NO,NO,NA,NO,NA,900_226001047906,NA,NO,NO
4/2/2021,330,masusalmon,102,10.8,NO,NO,NA,NO,NA,900_226001671108,NA,NO,NO
4/2/2021,340,masusalmon,127,20.4,NO,NO,NA,NO,NA,900_226001110291,NA,NO,NO
4/2/2021,340,masusalmon,113,14.3,NO,NO,NA,NO,NA,900_226001671066,NA,NO,NO
4/2/2021,340,rainbowtrout,188,68.1,NO,NO,NA,NO,NA,900_226001111228,NA,NO,NO
4/2/2021,340,whitespottedchar,194,68.1,NO,NO,NA,NO,NA,900_226001110452,NA,NO,NO
4/2/2021,350,masusalmon,136,25.8,NO,NO,NA,NO,NA,900_226001108661,NA,NO,NO
4/2/2021,350,masusalmon,142,29.2,NO,NO,NA,NO,NA,900_226001109580,NA,NO,NO
4/2/2021,350,masusalmon,129,21.9,NO,NO,NA,NO,NA,900_226001047923,NA,NO,NO
4/2/2021,350,masusalmon,96,9.1,NO,NO,NA,NO,NA,900_226001108682,NA,NO,NO
4/2/2021,350,masusalmon,103,11.9,NO,NO,NA,NO,NA,900_226001108683,NA,NO,NO
4/2/2021,350,masusalmon,97,9.6,NO,NO,NA,NO,NA,900_226001110210,NA,NO,NO
4/2/2021,350,masusalmon,121,17.9,NO,NO,NA,NO,NA,900_226001108673,NA,NO,NO
4/2/2021,350,masusalmon,102,10.5,NO,NO,NA,NO,NA,900_226001671192,NA,NO,NO
4/2/2021,350,masusalmon,112,15.1,NO,NO,NA,NO,NA,900_226001671023,NA,NO,NO
4/2/2021,350,rainbowtrout,132,28.2,NO,NO,NA,NO,NA,900_226001110003,NA,NO,NO
4/2/2021,350,whitespottedchar,148,36.5,NO,NO,NA,NO,NA,900_226001110655,NA,NO,NO
4/2/2021,390,masusalmon,104,11.4,NO,NO,NA,NO,NA,900_226001671166,NA,NO,NO
4/2/2021,390,masusalmon,121,17.1,NO,NO,NA,NO,NA,900_226001671083,NA,NO,NO
4/2/2021,400,masusalmon,104,11.1,NO,NO,NA,NO,NA,900_226001108620,NA,NO,NO
4/2/2021,400,masusalmon,133,25.4,NO,NO,NA,NO,NA,900_226001047271,NA,NO,NO
4/2/2021,400,masusalmon,117,16.7,NO,NO,NA,NO,NA,900_226001671053,NA,NO,NO
4/2/2021,400,masusalmon,89,7.3,NO,NO,NA,NO,NA,900_226001671050,NA,NO,NO
4/2/2021,400,rainbowtrout,74,4.2,NO,NO,NA,NO,NA,900_226001671071,NA,NO,NO
4/2/2021,410,masusalmon,119,16.3,NO,NO,NA,NO,NA,900_226001108622,NA,NO,NO
4/2/2021,410,masusalmon,124,19.4,NO,NO,NA,NO,NA,900_226001110285,NA,NO,NO
4/2/2021,410,masusalmon,100,9.6,NO,NO,NA,NO,NA,900_226001109926,NA,NO,NO
4/2/2021,410,masusalmon,106,12.2,NO,NO,NA,NO,NA,900_226001671235,NA,NO,NO
4/2/2021,420,masusalmon,100,11.1,NO,NO,NA,NO,NA,900_226001108646,NA,NO,NO
4/2/2021,430,masusalmon,109,13.7,NO,NO,NA,NO,NA,900_226001108609,NA,NO,NO
4/2/2021,430,masusalmon,133,22,NO,NO,NA,NO,NA,900_226001047334,NA,NO,NO
4/2/2021,430,rainbowtrout,73,5.2,NO,NO,NA,NO,NA,900_226001671085,NA,NO,NO
4/2/2021,440,masusalmon,149,33.5,NO,NO,NA,NO,NA,900_226001108647,NA,NO,NO
4/2/2021,440,masusalmon,139,27.8,NO,NO,NA,NO,NA,900_226001108729,NA,NO,NO
4/2/2021,440,masusalmon,142,26.9,NO,NO,NA,NO,NA,900_226001047377,NA,NO,NO
4/2/2021,440,masusalmon,88,7.1,NO,NO,NA,NO,NA,900_226001108664,NA,NO,NO
4/2/2021,450,masusalmon,144,28.1,NO,NO,NA,NO,NA,900_226001111017,NA,NO,NO
4/2/2021,450,masusalmon,115,16.3,NO,NO,NA,NO,NA,900_226001108687,NA,NO,NO
4/2/2021,450,masusalmon,130,21.5,NO,NO,NA,NO,NA,900_226001108675,NA,NO,NO
4/2/2021,450,masusalmon,88,6.8,NO,NO,NA,NO,NA,900_226001108612,NA,NO,NO
4/2/2021,450,masusalmon,100,10.3,NO,NO,NA,NO,NA,900_226001108678,NA,NO,NO
4/2/2021,450,masusalmon,92,7.9,NO,NO,NA,NO,NA,900_226001671242,NA,NO,NO
4/2/2021,460,masusalmon,141,29.1,NO,NO,NA,NO,NA,900_226001047365,NA,NO,NO
4/2/2021,460,masusalmon,105,12.1,NO,NO,NA,NO,NA,900_226001109825,NA,NO,NO
4/2/2021,460,masusalmon,111,14.8,NO,NO,NA,NO,NA,900_226001671211,NA,NO,NO
4/2/2021,460,masusalmon,120,17.3,NO,NO,NA,NO,NA,900_226001671152,NA,NO,NO
4/2/2021,470,masusalmon,87,7.2,NO,NO,NA,NO,NA,900_226001671224,NA,NO,NO
4/2/2021,480,rainbowtrout,70,4,NO,NO,NA,NO,NA,900_226001108658,NA,NO,NO
4/2/2021,490,masusalmon,94,8.9,NO,NO,NA,NO,NA,900_226001671077,NA,NO,NO
4/2/2021,490,masusalmon,110,13,NO,NO,NA,NO,NA,900_226001671079,NA,NO,NO
4/2/2021,510,masusalmon,145,29.9,NO,NO,NA,NO,NA,900_226001573672,NA,NO,NO
4/2/2021,510,masusalmon,107,13,NO,NO,NA,NO,NA,900_226001671027,NA,NO,NO
4/2/2021,520,masusalmon,130,22.1,NO,NO,NA,NO,NA,900_226001111252,NA,NO,NO
4/2/2021,520,masusalmon,139,26.8,NO,NO,NA,NO,NA,900_226001108670,NA,NO,NO
4/2/2021,530,masusalmon,93,8.5,NO,NO,NA,NO,NA,900_226001671025,NA,NO,NO
4/2/2021,530,rainbowtrout,159,43.9,NO,NO,NA,NO,NA,900_226001047626,NA,NO,NO
4/2/2021,530,rainbowtrout,233,131.5,spem,NO,NA,NO,NA,900_226001047394,NA,NO,NO
4/2/2021,530,rainbowtrout,312,359.5,egg,NO,NA,NO,NA,900_226001671055,NA,NO,NO
4/2/2021,540,masusalmon,119,16.5,NO,NO,NA,NO,NA,900_226001108606,NA,NO,NO
4/2/2021,540,masusalmon,116,14.5,NO,NO,NA,NO,NA,900_226001109832,NA,NO,NO
4/2/2021,540,masusalmon,123,19.5,NO,NO,NA,NO,NA,900_226001047373,NA,NO,NO
4/2/2021,540,masusalmon,123,18.5,NO,NO,NA,NO,NA,900_226000498810,NA,NO,NO
4/2/2021,540,masusalmon,128,20,NO,NO,NA,NO,NA,900_226001047356,NA,NO,NO
4/2/2021,540,masusalmon,143,29.5,NO,NO,NA,NO,NA,900_226001047382,NA,NO,NO
4/2/2021,540,masusalmon,154,35.5,NO,NO,NA,NO,NA,900_226001108630,NA,NO,NO
4/2/2021,540,masusalmon,144,32.3,NO,NO,NA,NO,NA,900_226001671213,NA,NO,NO
4/2/2021,540,masusalmon,117,15,NO,NO,NA,NO,NA,900_226001671028,NA,NO,NO
4/2/2021,540,masusalmon,116,13.6,NO,NO,NA,NO,NA,900_226001671238,NA,NO,NO
4/2/2021,550,masusalmon,110,12.7,NO,NO,NA,NO,NA,900_226001109744,NA,NO,NO
4/2/2021,550,masusalmon,114,16,NO,NO,NA,NO,NA,900_226001670154,NA,NO,NO
4/2/2021,550,masusalmon,136,27.5,NO,NO,NA,NO,NA,900_226001108617,NA,NO,NO
4/2/2021,550,masusalmon,96,9.1,NO,NO,NA,NO,NA,900_226001109839,NA,NO,NO
4/2/2021,580,masusalmon,136,22.9,NO,NO,NA,NO,NA,900_226001108759,NA,NO,NO
4/2/2021,580,sculpin,111,16.2,NO,NO,NA,NO,NA,900_226000493954,NA,NO,YES
4/2/2021,590,masusalmon,127,21.3,NO,NO,NA,NO,NA,900_226001108629,NA,NO,NO
4/2/2021,590,masusalmon,102,11.1,NO,NO,NA,NO,NA,900_226001109728,NA,NO,NO
4/2/2021,590,masusalmon,107,12.6,NO,NO,NA,NO,NA,900_226001108608,NA,NO,NO
4/2/2021,590,masusalmon,106,12.5,NO,NO,NA,NO,NA,900_226001109231,NA,NO,NO
4/2/2021,590,masusalmon,93,7.8,NO,NO,NA,NO,NA,900_226001671074,NA,NO,NO
4/2/2021,590,masusalmon,113,15.4,NO,NO,NA,NO,NA,900_226001671003,NA,NO,NO
4/2/2021,590,masusalmon,112,15,NO,NO,NA,NO,NA,900_226001671170,NA,NO,NO
4/2/2021,590,masusalmon,111,14.2,NO,NO,NA,NO,NA,900_226001671210,NA,NO,NO
4/2/2021,590,masusalmon,111,12.9,NO,NO,NA,NO,NA,900_226001671057,NA,NO,NO
4/2/2021,590,masusalmon,134,26,NO,NO,NA,NO,NA,900_226001671208,NA,NO,NO
4/2/2021,600,masusalmon,99,9.6,NO,NO,NA,NO,NA,900_226001671221,NA,NO,NO
4/2/2021,610,masusalmon,111,14.4,NO,NO,NA,NO,NA,900_226001108692,NA,NO,NO
4/2/2021,630,masusalmon,110,14.5,NO,NO,NA,NO,NA,900_226001109696,NA,NO,NO
4/2/2021,640,masusalmon,116,16.1,NO,NO,NA,NO,NA,900_226001108639,NA,NO,NO
4/2/2021,640,masusalmon,97,10.1,NO,NO,NA,NO,NA,900_226001671006,NA,NO,NO
4/2/2021,650,masusalmon,146,32.2,NO,NO,NA,NO,NA,900_226000498807,NA,NO,NO
4/2/2021,650,masusalmon,107,15.2,NO,NO,NA,NO,NA,900_226001671054,NA,NO,NO
4/2/2021,660,masusalmon,120,17.5,NO,NO,NA,NO,NA,900_226001108726,NA,NO,NO
4/2/2021,660,masusalmon,98,9.5,NO,NO,NA,NO,NA,900_226001109166,NA,NO,NO
4/2/2021,660,masusalmon,82,6.2,NO,NO,NA,NO,NA,900_226001108698,NA,NO,NO
4/2/2021,670,masusalmon,128,20.6,NO,NO,NA,NO,NA,900_226001108651,NA,NO,NO
4/2/2021,670,masusalmon,100,10.6,NO,NO,NA,NO,NA,900_226001671101,NA,NO,NO
4/2/2021,670,rainbowtrout,73,4.2,NO,NO,NA,NO,NA,900_226001671216,NA,NO,NO
4/2/2021,670,sculpin,113,15.6,NO,NO,NA,NO,NA,900_26000330564,NA,NO,YES
4/2/2021,680,masusalmon,106,13,NO,NO,NA,NO,NA,900_226001108749,NA,NO,NO
4/2/2021,700,masusalmon,111,14.2,NO,NO,NA,NO,NA,900_226001108732,NA,NO,NO
4/2/2021,700,masusalmon,103,14.1,NO,NO,NA,NO,NA,900_226001108713,NA,NO,NO
4/2/2021,700,masusalmon,124,20.2,NO,NO,NA,NO,NA,900_226001108790,NA,NO,NO
4/2/2021,700,masusalmon,129,21.3,NO,NO,NA,NO,NA,900_226001109416,NA,NO,NO
4/2/2021,700,masusalmon,108,12.9,NO,NO,NA,NO,NA,900_226001108709,NA,NO,NO
4/2/2021,700,masusalmon,128,22.9,NO,NO,NA,NO,NA,900_226001671058,NA,NO,NO
4/2/2021,700,rainbowtrout,145,31.4,NO,NO,NA,NO,NA,900_226001111051,NA,NO,NO
4/2/2021,710,masusalmon,153,33.1,NO,NO,NA,NO,NA,900_226001670243,NA,NO,NO
4/2/2021,710,masusalmon,110,14.7,NO,NO,NA,NO,NA,900_226001108602,NA,NO,NO
4/2/2021,710,masusalmon,118,16.8,NO,NO,NA,NO,NA,900_226001110910,NA,NO,NO
4/2/2021,710,masusalmon,103,12.3,NO,NO,NA,NO,NA,900_226001671178,NA,NO,NO
4/2/2021,720,masusalmon,98,10.2,NO,NO,NA,NO,NA,900_226001109906,NA,NO,NO
4/2/2021,720,masusalmon,107,11.9,NO,NO,NA,NO,NA,900_226001671102,NA,NO,NO
4/2/2021,730,masusalmon,108,11.8,NO,NO,NA,NO,NA,900_226001108794,NA,NO,NO
4/2/2021,730,masusalmon,119,16.7,NO,NO,NA,NO,NA,900_226001108786,NA,NO,NO
4/2/2021,730,masusalmon,107,10.1,NO,NO,NA,NO,NA,900_226001109611,NA,NO,NO
4/2/2021,730,masusalmon,129,21.6,NO,NO,NA,NO,NA,900_226001573915,NA,NO,NO
4/2/2021,730,masusalmon,137,24.1,NO,NO,NA,NO,NA,900_226001110535,NA,NO,NO
4/2/2021,730,masusalmon,118,17.9,NO,NO,NA,NO,NA,900_226001671245,NA,NO,NO
4/2/2021,730,whitespottedchar,167,42.3,NO,NO,NA,NO,NA,900_226000493914,NA,NO,NO
4/2/2021,740,masusalmon,84,6.2,NO,NO,NA,NO,NA,900_226001108757,NA,NO,NO
4/2/2021,740,masusalmon,108,13,NO,NO,NA,NO,NA,900_226001108762,NA,NO,NO
4/2/2021,740,masusalmon,117,16.1,NO,NO,NA,NO,NA,900_226001108789,NA,NO,NO
4/2/2021,740,masusalmon,149,31.5,NO,NO,NA,NO,NA,900_226001108799,NA,NO,NO
4/2/2021,740,masusalmon,112,15.2,NO,NO,NA,NO,NA,900_226001671111,NA,NO,NO
4/2/2021,740,masusalmon,115,15.9,NO,NO,NA,NO,NA,900_226001671001,NA,NO,NO
4/2/2021,740,masusalmon,121,18,NO,NO,NA,NO,NA,900_226001671174,NA,NO,NO
4/2/2021,740,rainbowtrout,230,143.2,NO,NO,NA,NO,NA,900_226001047878,NA,NO,NO
4/2/2021,740,rainbowtrout,220,134.9,NO,NO,NA,NO,NA,900_226001047644,NA,NO,NO
4/2/2021,740,rainbowtrout,137,27.6,NO,NO,NA,NO,NA,900_226001110585,NA,NO,NO
4/2/2021,750,masusalmon,98,10.1,NO,NO,NA,NO,NA,900_226001108754,NA,NO,NO
4/2/2021,750,masusalmon,102,10.2,NO,NO,NA,NO,NA,900_226001108769,NA,NO,NO
4/2/2021,750,masusalmon,161,36.4,NO,NO,NA,NO,NA,900_226001047665,NA,NO,NO
4/2/2021,750,masusalmon,107,12.9,NO,NO,NA,NO,NA,900_226001108787,NA,NO,NO
4/2/2021,750,rainbowtrout,164,48,NO,NO,NA,NO,NA,900_226001109763,NA,NO,NO
4/2/2021,760,masusalmon,135,24.9,NO,NO,NA,NO,NA,900_226001109296,NA,NO,NO
4/2/2021,760,masusalmon,136,23.2,NO,NO,NA,NO,NA,900_226001047149,NA,NO,NO
4/2/2021,760,masusalmon,127,23,NO,NO,NA,NO,NA,900_226001110057,NA,NO,NO
4/2/2021,760,masusalmon,132,23.1,NO,NO,NA,NO,NA,900_226001108760,NA,NO,NO
4/2/2021,760,masusalmon,108,12.4,NO,NO,NA,NO,NA,900_226001671162,NA,NO,NO
4/2/2021,760,whitespottedchar,190,66.2,NO,NO,NA,NO,NA,900_226000498835,NA,NO,NO
4/2/2021,760,whitespottedchar,221,97.9,NO,NO,NA,NO,NA,900_226000493924,NA,NO,NO
4/2/2021,770,masusalmon,94,9.8,NO,NO,NA,NO,NA,900_226001671106,NA,NO,NO
4/2/2021,780,masusalmon,123,18,NO,NO,NA,NO,NA,900_226001109653,NA,NO,NO
4/2/2021,780,masusalmon,97,9.1,NO,NO,NA,NO,NA,900_226001671160,NA,NO,NO
4/2/2021,790,masusalmon,95,9.3,NO,NO,NA,NO,NA,900_226001108784,NA,NO,NO
4/2/2021,790,masusalmon,129,22.6,NO,NO,NA,NO,NA,900_226001108704,NA,NO,NO
4/2/2021,790,masusalmon,139,24.3,NO,NO,NA,NO,NA,900_226001110065,NA,NO,NO
4/2/2021,790,masusalmon,143,29.8,NO,NO,NA,NO,NA,900_226001110033,NA,NO,NO
4/2/2021,790,masusalmon,118,16.9,NO,NO,NA,NO,NA,900_226001573875,NA,NO,NO
4/2/2021,790,masusalmon,93,8.9,NO,NO,NA,NO,NA,900_226001108770,NA,NO,NO
4/2/2021,790,masusalmon,127,21.1,NO,NO,NA,NO,NA,900_226001671150,NA,NO,NO
4/2/2021,790,masusalmon,108,12.5,NO,NO,NA,NO,NA,900_226001671109,NA,NO,NO
4/2/2021,790,whitespottedchar,168,42.1,NO,NO,NA,NO,NA,900_226001108768,NA,NO,NO
4/2/2021,800,masusalmon,79,4.9,NO,NO,NA,NO,NA,900_226001108719,NA,NO,NO
4/2/2021,800,masusalmon,131,22.4,NO,NO,NA,NO,NA,900_226001108750,NA,NO,NO
4/2/2021,800,masusalmon,146,27.2,NO,NO,NA,NO,NA,900_226001047899,NA,NO,NO
4/2/2021,800,masusalmon,101,10.9,NO,NO,NA,NO,NA,900_226001108791,NA,NO,NO
4/2/2021,800,nonspottedrainbow,126,20.5,NO,NO,NA,NO,NA,900_226001047853,NA,NO,NO
4/2/2021,830,masusalmon,109,13.7,NO,NO,NA,NO,NA,900_226001109338,NA,NO,NO
4/2/2021,830,masusalmon,79,5.1,NO,NO,NA,NO,NA,900_226001108720,NA,NO,NO
4/2/2021,830,masusalmon,108,12.9,NO,NO,NA,NO,NA,900_226001109436,NA,NO,NO
4/2/2021,830,masusalmon,133,25.4,NO,NO,NA,NO,NA,900_226001108736,NA,NO,NO
4/2/2021,830,masusalmon,104,12.6,NO,NO,NA,NO,NA,900_226001109560,NA,NO,NO
4/2/2021,830,masusalmon,116,16.5,NO,NO,NA,NO,NA,900_226001671143,NA,NO,NO
4/2/2021,840,masusalmon,129,20.2,NO,NO,NA,NO,NA,900_226001110839,NA,NO,NO
4/2/2021,850,masusalmon,95,8.3,NO,NO,NA,NO,NA,900_226001670354,NA,NO,NO
4/2/2021,850,masusalmon,136,26.3,NO,NO,NA,NO,NA,900_226001110071,NA,NO,NO
4/2/2021,850,masusalmon,102,12.7,NO,NO,NA,NO,NA,900_226001108715,NA,NO,NO
4/2/2021,850,masusalmon,93,8.7,NO,NO,NA,NO,NA,900_226001108708,NA,NO,NO
4/2/2021,850,masusalmon,152,36.1,NO,NO,NA,NO,NA,900_26000330496,NA,NO,NO
4/2/2021,850,masusalmon,146,30.8,NO,NO,NA,NO,NA,900_226001110022,NA,NO,NO
4/2/2021,850,masusalmon,140,25.3,NO,NO,NA,NO,NA,900_226001110541,NA,NO,NO
4/2/2021,850,masusalmon,120,21.1,NO,NO,NA,NO,NA,900_226001109507,NA,NO,NO
4/2/2021,850,masusalmon,139,33.6,NO,NO,NA,NO,NA,900_226001047888,NA,NO,NO
4/2/2021,850,masusalmon,86,6.8,NO,NO,NA,NO,NA,900_226001109336,NA,NO,NO
4/2/2021,850,masusalmon,109,12.5,NO,NO,NA,NO,NA,900_226001671039,NA,NO,NO
4/2/2021,850,masusalmon,113,14.5,NO,NO,NA,NO,NA,900_226001671030,NA,NO,NO
4/2/2021,850,masusalmon,114,16.5,NO,NO,NA,NO,NA,900_226001671186,NA,NO,NO
4/2/2021,850,masusalmon,108,12.3,NO,NO,NA,NO,NA,900_226001671037,NA,NO,NO
4/2/2021,850,masusalmon,110,14.7,NO,NO,NA,NO,NA,900_226001671138,NA,NO,NO
4/2/2021,850,masusalmon,93,8.8,NO,NO,NA,NO,NA,900_226001671011,NA,NO,NO
4/2/2021,850,rainbowtrout,159,43.8,NO,NO,NA,NO,NA,900_226001047044,NA,NO,NO
4/2/2021,850,rainbowtrout,130,24.8,NO,NO,NA,NO,NA,900_226001110068,NA,NO,NO
4/2/2021,860,masusalmon,113,14.3,NO,NO,NA,NO,NA,900_226001108938,NA,NO,NO
4/2/2021,860,masusalmon,122,18.6,NO,NO,NA,NO,NA,900_226001047845,NA,NO,NO
4/2/2021,860,masusalmon,111,13.3,NO,NO,NA,NO,NA,900_226001671188,NA,NO,NO
4/2/2021,870,masusalmon,99,10.5,NO,YES,NA,NO,NA,900_226001671033,NA,NO,NO
4/2/2021,870,masusalmon,98,10.7,NO,NO,NA,NO,NA,900_226001108744,NA,NO,NO
4/2/2021,870,masusalmon,122,18.8,NO,NO,NA,NO,NA,900_226001108756,NA,NO,NO
4/2/2021,870,masusalmon,128,20.5,NO,NO,NA,NO,NA,900_226001109558,NA,NO,NO
4/2/2021,870,masusalmon,111,15,NO,NO,NA,NO,NA,900_226001108717,NA,NO,NO
4/2/2021,870,masusalmon,110,14.6,NO,NO,NA,NO,NA,900_226001109181,NA,NO,NO
4/2/2021,870,masusalmon,130,22.8,NO,NO,NA,NO,NA,900_226001047749,NA,NO,NO
4/2/2021,870,masusalmon,99,9.9,NO,NO,NA,NO,NA,900_226001671012,NA,NO,NO
4/2/2021,870,masusalmon,80,5,NO,NO,NA,NO,NA,900_226001671092,NA,NO,NO
4/2/2021,870,masusalmon,103,10.8,NO,NO,NA,NO,NA,900_226001671056,NA,NO,NO
4/2/2021,870,masusalmon,109,13.6,NO,NO,NA,NO,NA,900_226001671240,NA,NO,NO
4/2/2021,870,masusalmon,107,12.7,NO,NO,NA,NO,NA,900_226001671128,NA,NO,NO
4/2/2021,880,masusalmon,112,14.5,NO,NO,NA,NO,NA,900_226001109498,NA,NO,NO
4/2/2021,880,masusalmon,110,12.3,NO,NO,NA,NO,NA,900_226001108773,NA,NO,NO
4/2/2021,880,rainbowtrout,132,27.3,NO,NO,NA,NO,NA,900_226001110949,NA,NO,NO
4/2/2021,880,nonspottedrainbow,122,20.2,NO,NO,NA,NO,NA,900_226001108734,NA,NO,NO
4/2/2021,890,masusalmon,114,15.5,NO,NO,NA,NO,NA,900_226001108746,NA,NO,NO
4/2/2021,890,masusalmon,105,12.3,NO,NO,NA,NO,NA,900_226001108758,NA,NO,NO
4/2/2021,890,masusalmon,137,28.3,NO,NO,NA,NO,NA,900_226001110007,NA,NO,NO
4/2/2021,890,masusalmon,127,21.6,NO,NO,NA,NO,NA,900_226001671107,NA,NO,NO
4/2/2021,890,masusalmon,104,11.5,NO,NO,NA,NO,NA,900_226001671145,NA,NO,NO
4/2/2021,900,masusalmon,131,24.8,NO,NO,NA,NO,NA,900_226001109345,NA,NO,NO
4/2/2021,900,masusalmon,109,13.9,NO,NO,NA,NO,NA,900_226001108721,NA,NO,NO
4/2/2021,900,masusalmon,104,10.3,NO,NO,NA,NO,NA,900_226001109364,NA,NO,NO
4/2/2021,900,masusalmon,112,15.3,NO,NO,NA,NO,NA,900_226001671007,NA,NO,NO
4/2/2021,900,nonspottedrainbow,108,14.5,NO,NO,NA,NO,NA,900_226001671086,NA,NO,NO
4/2/2021,910,masusalmon,153,37.2,NO,NO,NA,NO,NA,900_226001108716,NA,NO,NO
4/2/2021,910,masusalmon,113,13.8,NO,NO,NA,NO,NA,900_226001671060,NA,NO,NO
4/2/2021,910,masusalmon,101,10.3,NO,NO,NA,NO,NA,900_226001671180,NA,NO,NO
4/2/2021,920,masusalmon,156,36.8,NO,NO,NA,NO,NA,900_226001110713,NA,NO,NO
4/2/2021,920,masusalmon,123,22.9,NO,NO,NA,NO,NA,900_226001110016,NA,NO,NO
4/2/2021,920,masusalmon,134,25.2,NO,NO,NA,NO,NA,900_226001110062,NA,NO,NO
4/2/2021,920,rainbowtrout,125,21,NO,NO,NA,NO,NA,900_226001671115,NA,NO,NO
4/2/2021,930,masusalmon,102,10.3,NO,NO,NA,NO,NA,900_226001671175,NA,NO,NO
4/2/2021,940,masusalmon,81,5.5,NO,NO,NA,NO,NA,900_226001108765,NA,NO,NO
4/2/2021,940,masusalmon,120,17.6,NO,NO,NA,NO,NA,900_226001109863,NA,NO,NO
4/2/2021,940,masusalmon,129,21.4,NO,NO,NA,NO,NA,900_226001111367,NA,NO,NO
4/2/2021,940,masusalmon,145,31.8,NO,NO,NA,NO,NA,900_226001110455,NA,NO,NO
4/2/2021,940,masusalmon,103,12.4,NO,NO,NA,NO,NA,900_226001671199,NA,NO,NO
4/2/2021,940,masusalmon,119,16.4,NO,NO,NA,NO,NA,900_226001671059,NA,NO,NO
4/2/2021,940,masusalmon,109,13.2,NO,NO,NA,NO,NA,900_226001671195,NA,NO,NO
4/2/2021,950,masusalmon,143,28.5,NO,NO,NA,NO,NA,900_226001108775,NA,NO,NO
4/2/2021,950,masusalmon,156,38.5,NO,NO,NA,NO,NA,900_226001047867,NA,NO,NO
4/2/2021,950,masusalmon,134,23.5,NO,NO,NA,NO,NA,900_226001109963,NA,NO,NO
4/2/2021,950,masusalmon,120,18.2,NO,NO,NA,NO,NA,900_226001108803,NA,NO,NO
4/2/2021,950,masusalmon,123,19.7,NO,NO,NA,NO,NA,900_226001671229,NA,NO,NO
